id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1829723,1833307,1,0.480898347,0.111111111,24,0.125,0.5,0,0
1829795,1833916,1,0.434294482,0.1,30,0.1,0.5,0,0
1829795,1856072,1,0.434294482,0.111111111,24,0.1,0.5,0,0
1829820,1839758,1,0.339623272,0.055555556,90,0.052631579,0.5,2,0
1829820,1845729,1,0.339623272,0.047619048,120,0.052631579,0.5,2,0
1829870,1833859,1,0.558110627,0.125,18,0.166666667,0.5,2,0
1829870,1833882,1,0.558110627,0.083333333,30,0.166666667,0.5,2,0
1829870,1864087,1,0.558110627,0.090909091,27,0.166666667,0.5,2,0
1829883,1853336,1,0.455119613,0.058823529,72,0.111111111,0.5,0,0
1829883,1860522,1,0.455119613,0.071428571,36,0.111111111,0.5,0,0
1829884,1831752,3,1.082021281,0.2,81,0.1875,0.5,4,0
